,Unnamed: 0,LATITUDE,LONGITUDE,MAF_NAME,BLKID
179219,116905,39.6627941,-104.93390025,S Cherry Way,80310040033007
75787,237715,39.74279435,-104.94749852,N Cook St,80310037011015
302646,197500,39.63420784,-105.10299729,S Holland St,80310120141002
68538,222960,39.73271558,-104.97495781,N Ogden St,80310027034002
126276,185027,39.70011160000001,-105.04455686,W Kentucky Ave,80310045031004
52980,270003,39.75123555,-104.9858653,Stout St,80310024032010
162433,96313,39.67551121,-104.97547448,S Ogden St,80310030021012
129942,71036,39.72173591,-104.95430466,N Detroit St,80310038005020
107168,270695,39.75077349,-105.0179727,W 23rd Ave,80310006001023
15520,233091,39.67889706,-104.99622113,S Galapago St,80310014031042
195180,238420,39.77692309,-104.79920959,N Kittredge St,80310083882006
315185,274833,39.71153509,-104.99353424,S Cherokee St,80310021003049
279999,188856,39.69315745,-104.92370879,S Hudson St,80310051021007
268003,170996,39.71840129,-105.04470474,W 1st Ave,80310009024001
13090,271215,39.76271478,-105.0341426,W Moncrieff Pl,80310003033002
15832,264898,39.71810246,-104.94939394,N Steele St,80310038002008
205501,28321,39.79571898,-104.73743596,E 54th Pl,80310083893063
257931,176819,39.76647268,-104.92081877,N Ivanhoe St,80310041024009
146446,66026,39.70438996,-104.87602383,E Center Ave,80310070891003
72601,221590,39.73675093,-104.97397023,N Corona St,80310027032000
225400,299731,39.64911733,-104.88301651,E Lehigh Ave,80310068101012
285375,184407,39.75053418,-104.96258647,N Vine St,80310031011002
91745,140590,39.71545341,-105.02403902,W Archer Pl,80310010003014
3867,315252,39.72191107,-104.98303863,N Logan St,80310028021014
299006,122185,39.6304236,-104.88793444,S Willow St,80310068042005
69021,237269,39.76136745,-105.01129897,N Tejon St,80310004023000
285535,117269,39.68898246,-104.93401593,S Cherry St,80310051041002
232480,73701,39.66915534,-105.07875246,W Yale Ave,80310119031004
242445,76848,39.69799085,-104.90846202,E Tennessee Ave,80310050022008
199192,34864,39.73603326,-104.98854314,N Acoma St,80310020001035
2345,298993,39.63909514,-104.89770774,E Quincy Ave,80310068094000
304679,230954,39.74230688,-104.90773632,N Oneida St,80310042023031
56724,90231,39.74639745,-104.99171575,17th St,80310017021035
10329,267806,39.79231899,-104.77154753,E 53rd Ave,80310083892007
31378,86305,39.77187403,-105.04413199,N Tennyson St,80310003014019
301425,113298,39.66791171,-104.96261858,S Vine St,80310030041018
162220,92891,39.69224929999999,-104.96027167,S York St,80310034023000
191165,239306,39.72818508,-104.90104593,N Roslyn St,80310044054028
218004,229368,39.76262554,-104.86789879999999,N Florence Way,80310041061087
243491,77949,39.70718183,-104.87660657,S Dayton St,80310070891002
181530,61026,39.75638611,-105.00317853,Bassett St,80310017011007
36685,296490,39.80466514,-104.8704726,E 59th North Pl,80310041061001
194709,223418,39.76952858,-104.76410703,E 39th Ave,80310083903030
240381,202093,39.68390831,-104.89531936,E Colorado Ave,80310070131002
275258,224372,39.61693146,-105.06136799,S Gray St,80310120101021
81651,200595,39.73023786,-104.95947449,E 9th Ave,80310033004008
290043,204243,39.72877498,-104.91977898,N Jersey St,80310043043022
288501,229617,39.71310161,-104.98326596,E Cedar Ave,80310028023010
115998,252933,39.70257286,-105.04465473,Morrison Rd,80310045033008
231849,170122,39.73170875,-104.94870049999999,N Adams St,80310033001007
236324,209104,39.7307062,-104.9709675,N Lafayette St,80310032012004
219960,296589,39.69763065,-104.88159397,E Mississippi Ave,80310070884000
200561,73400,39.72452258,-104.87583711,E 5th Ave,80310044053010
148787,116067,39.67710294,-104.98716899,S Broadway,80310030023003
276956,165487,39.64215962,-105.0514594,S Zenobia St,80310055021022
273090,178651,39.77741505,-104.75743496,N Gibraltar Way,80310083902006
283786,114412,39.7518729,-104.91960565,N Ivy St,80310041044009
239638,62803,39.61895979,-105.0640646,S Jay Cir,80310120101022
284171,119775,39.68239697,-105.04194307,S Raleigh St,80310046013014
190249,269023,39.77338865,-104.93734961,N Albion St,80310041011044
55157,36987,39.72596118,-104.98403871,N Grant St,80310028013003
287454,208172,39.78264047,-105.03775832,N Osceola St,80310001022003
70606,5081,39.72500533,-104.94940734,N Steele St,80310038001007
42027,2868,39.77843145,-104.98254568,N Logan St,80310015003060
246517,236684,39.78418685,-105.05431000000002,W 48th Ave,80310154001025
212376,58020,39.64803098,-104.88183892,E Lehigh Ave,80310068101003
235570,55039,39.66713554,-104.93550728,E Yale Ave,80310040033001
230194,139003,39.6950146,-104.94104270000001,S Colorado Blvd,80310039022000
32869,110545,39.77076731,-105.0105718,W 39th Ave,80310011013010
121425,104576,39.67380438,-104.97196659,S Marion St,80310030042018
49061,177894,39.74951471,-104.93084579999999,N Eudora St,80310042011007
118925,229450,39.69972999,-105.04954193,Morrison Rd,80310045032011
63614,54673,39.76649013,-104.9794041,Blake St,80310016001013
125483,154366,39.70465117,-104.96717801,S Gilpin St,80310034021008
164355,185154,39.70306066,-104.91608564,S Krameria St,80310050011003
35757,2356,39.7684028,-104.91799736,N Kearney St,80310041024004
179088,51325,39.66294989,-104.88216395,E Cherry Creek South Dr,80310068144008
310950,291445,39.73139656,-104.93967917,N Albion St,80310043012007
112957,133996,39.70654586,-104.96485335,S High St,80310034022004
308731,306552,39.80421904,-104.88243352,E 59th Pl,80310041061003
55712,4122,39.74946736,-105.04133782,N Raleigh St,80310005012037
256479,91409,39.76504151,-105.03030102,W 34th Ave,80310003034008
200862,22109,39.74288216,-104.98446187,N Sherman St,80310026012003
56550,44875,39.75404747,-104.98624549,Park Ave,80310016003023
113855,295634,39.69718831,-104.98475957,E Mississippi Ave,80310029013017
289177,100266,39.75888308,-104.93802234,N Ash St,80310041036014
66705,86180,39.74460096,-104.99592864,14th St,80310017022017
250561,120377,39.77944186,-104.81272289,N Freeport Way,80310083871031
150494,284083,39.71555483,-104.97498845,E Bayaud Ave,80310028032000
49676,230615,39.76896499,-104.96611659,N Williams St,80310036011010
178425,310231,39.68037607,-104.93965179,S Colorado Blvd,80310053001004
232601,140756,39.72708559,-104.99580207,N Galapago St,80310018002022
55007,151691,39.72705919,-104.97840969,E 7th Ave,80310028011004
305127,285736,39.71387519,-104.89203596,E Fairmount Dr,80310044052008
294495,127886,39.66567289,-105.02954137,S Irving St,80310157001004
204600,55205,39.75165821,-104.89773735,E 23rd Ave,80310041071102
77765,60398,39.73970378,-104.97153808,E Colfax Ave,80310032014001
247878,306711,39.75004613,-104.98434151,Welton St,80310024032009
268037,93783,39.77155998,-105.01172602,W 40th Ave,80310004012009
1235,113276,39.74929962,-105.00209017,Wazee St,80310017015008
111646,210009,39.7334098,-104.95141786,N Milwaukee St,80310037022009
147876,123682,39.72005384,-104.9094315,N Newport St,80310043064022
310677,302221,39.69846846,-104.88479511,E Mississippi Ave,80310070881005
304771,196692,39.69712199,-104.99418359,S Fox St,80310013022012
193922,287261,39.76039791,-104.99869214,N Inca St,80310016002009
299994,161085,39.75321003,-104.90425829999998,N Poplar St,80310041043016
126990,74521,39.72183045,-104.95542767,N Clayton St,80310038005021
204457,58273,39.73779158,-104.95775958,N Columbine St,80310037024006
260422,100464,39.71899246,-104.96111819,N Gaylord St,80310032031034
177122,103352,39.66265505,-104.93706129,S Birch St,80310040034000
79118,60872,39.73606724,-104.97916863,N Washington St,80310027032007
10743,88033,39.65534078,-105.05602523,W Dartmouth Ave,80310119023000
222959,275514,39.75655012,-104.98875905,Walnut St,80310016002040
269693,136744,39.68983191,-104.96959314,S Humboldt St,80310034023018
90237,252019,39.76476843,-104.9770363,Larimer St,80310016001030
145146,223052,39.67096548,-104.98549725,S Sherman St,80310030023013
226500,39810,39.76570538,-104.88188149,N Alton St,80310041061102
240443,119433,39.68184464,-104.93061283,E Jewell Ave,80310051024005
306832,252874,39.68410471,-104.89698192,S Trenton St,80310070131007
311046,300317,39.73204766,-104.93806986,E 10th Ave,80310043012007
166017,216073,39.63427995,-105.03572496,S Lowell Blvd,80310055032009
173784,240048,39.66864701,-104.92883529999999,E Yale Cir,80310053001037
71799,173409,39.76428127,-105.00619905,N Pecos St,80310011023008
18597,275259,39.67812318,-104.95885936,E Evans Ave,80310040062015
237150,58628,39.73625835,-104.98135609,N Pennsylvania St,80310027014001
281246,103508,39.703689000000004,-104.95728351,S Columbine St,80310039013005
243653,77631,39.69582036,-104.90865823,S Oneida St,80310050022009
4404,265646,39.73410197,-104.99553973,W 11th Ave,80310018001011
159269,111882,39.691063899999996,-104.94331997,S Jackson St,80310039022014
312140,265713,39.7960826,-104.88467271,N Central Park Blvd,80310041071001
47516,184299,39.75396096,-104.90726799,N Olive St,80310041043003
13810,233561,39.78613032,-104.89508114,N Trenton St,80310041071001
315865,290314,39.73295478,-104.93657351,N Clermont St,80310043012007
220724,54852,39.65826205,-104.90137814,S Tamarac Dr,80310068114010
24128,1570,39.71732097,-104.94938063,E 1st Ave,80310038004002
230094,89777,39.65351792,-104.88191528,S Akron St,80310068143011
59987,308949,39.73988964,-105.02749811,W Colfax Ave,80310007022008
92541,87872,39.7471008,-104.99062179,17th St,80310017021026
201525,168807,39.73153199,-104.90021841,N Roslyn Ct,80310044054008
255814,168266,39.6420976,-104.89868821,S Rosemary Way,80310068093012
232035,48601,39.6304455,-104.90998113,S Monaco St,80310067011014
6809,202317,39.73018433,-104.97493409,N Ogden St,80310027022005
158817,123506,39.73613015,-104.90613148,N Pontiac St,80310043041020
7735,74057,39.68342177,-104.96097309999999,E Buchtel Blvd,80310030032000
3541,265977,39.62498108,-104.90801323,E Chenango Ave,80310067011032
255618,121831,39.67563627,-105.03520865,S Lowell Blvd,80310046034002
98075,232281,39.76761277,-104.9662904,N Williams St,80310036014002
99928,305954,39.74951988,-104.99144993,18th St,80310017021013
47511,145581,39.753823700000005,-104.90726915,N Olive St,80310041043003
276670,185738,39.69231366,-105.00943097,S Seneca Ct,80310014012002
109389,147770,39.76053834,-105.03558843,W 30th Ave,80310003036008
273920,109193,39.70504827,-105.02121293,S Dale Ct,80310013014012
8154,303095,39.63736001,-105.08811781,W Quincy Ave,80310120142002
37813,18765,39.77365123,-104.80686971,E 40th Ave,80310083882006
34418,155740,39.77330247,-104.92297522,N Holly St,80310041011060
171896,47098,39.63454133,-104.91132289,S Monaco St,80310067011010
264904,203232,39.75873104,-104.91085929,N Niagara St,80310041041021
184313,15636,39.63901601,-105.07353017,W Princeton Ave,80310120012006
107148,268041,39.74977127,-105.01843405,N Bryant St,80310006001023
162088,194831,39.69507772,-104.96463874,E Arizona Ave,80310034022034
261698,120494,39.67338024,-105.04519567,S Utica St,80310047003002
120970,8760,39.67203351,-104.94803232,S Cook St,80310040064002
223763,125784,39.70114537,-104.92239218,S Hudson St,80310153002000
97360,80069,39.74934061,-104.96991270000001,E 22nd Ave,80310031011013
5482,278809,39.63532042,-105.08000378,S Wadsworth Blvd,80310120101004
212977,199597,39.72906998,-105.02812422,W 8th Ave,80310009054004
282915,193230,39.75653926,-104.95153923,N Saint Paul St,80310036032043
156244,171317,39.72423706,-104.96860064,N Franklin St,80310032032006
282055,147075,39.67091266,-104.91716299,S Krameria St,80310069012017
295446,106957,39.78423781,-105.01781475,N Beach Ct,80310002011015
288614,172052,39.61496607,-105.06588118,W Sumac Ave,80310120103002
11431,151756,39.70479533,-105.04818015,W Gill Pl,80310045043008
309968,308246,39.74320399,-105.04194898,W 17th Ave,80310007011000
193913,227880,39.7596575,-104.99923888,N Inca St,80310016002009
194902,275585,39.75905154,-105.00150103,Little Raven St,80310017011006
136203,196192,39.73151266,-104.91535206,N Leyden St,80310043043011
74707,49321,39.7615611,-105.01565284,N Zuni St,80310004023004
154905,157493,39.68697543,-104.95667366,S Columbine St,80310039023023
238293,63122,39.72763132,-104.97860103,N Washington St,80310027021004
63676,82215,39.76827734,-104.97652702,Blake St,80310016001013
185193,33003,39.69029766,-104.94036602,S Colorado Blvd,80310155003004
50769,103760,39.77360014,-104.94433664,E 41st Ave,80310035004018
147442,78021,39.70404306,-104.88168032,S Alton Way,80310070892001
69887,51752,39.74241279,-105.0471788,N Winona Ct,80310007011005
24775,310530,39.75037341,-104.98313491,Park Ave,80310024032004
13747,270291,39.75703159,-104.99140835,Blake St,80310016002023
249897,122875,39.78682088,-104.83759123,N Ursula St,80310083062008
164231,67725,39.67630369,-104.92290912,S Holly St,80310069014000
135520,160658,39.67182054,-104.96611631,S Williams St,80310030042026
130766,12480,39.67273955,-104.95757251,S Josephine St,80310040063004
279021,183863,39.76125896,-104.91960619999999,N Ivy St,80310041046013
257899,166331,39.62585837,-105.10682895,S Iris St,80310120143010
212182,29815,39.75526336,-104.86842779999999,N Geneva St,80310041061251
17983,274336,39.753488399999995,-105.00130312,Wewatta St,80310017011014
139770,14279,39.70511334,-104.97841644,S Clarkson St,80310029021019
39129,308984,39.7802607,-104.79812968,N Memphis St,80310083882006
120550,133524,39.72475742,-105.03093694,N Julian St,80310009031001
21491,310880,39.79550408,-104.77861928,E 54th Ave,80310083881001
243535,79901,39.70718183,-104.87660657,S Clinton St,80310070891002
95782,221519,39.71267485,-105.02667758,S Grove St,80310009032013
16339,275185,39.76393535,-105.00012687,Rockmont Dr,80310011021022
194782,110057,39.76074059,-104.92026143,N Ivy St,80310041046014
308163,286767,39.80135002,-104.88353241,E 58th Ave,80310041061003
84579,64773,39.731156899999995,-104.97800409999999,N Clarkson St,80310027022004
309659,291394,39.74324292,-105.04143068,N Raleigh St,80310007011000
100634,141905,39.75097062,-104.97473577,E 23rd Ave,80310024021009
74790,59313,39.73702025,-104.94979606,N Steele St,80310037021007
159339,188721,39.69081114,-104.94502054,S Monroe St,80310039022015
22644,280877,39.70953045,-104.99319671,S Cherokee St,80310021003050
140437,56774,39.71599402,-104.98238529999999,S Logan St,80310028022004
12537,264072,39.76222421,-104.98964734,Wewatta Way,80310016002016
282843,142069,39.631656799999995,-105.05097969,W Union Ave,80310055033018
32284,190165,39.77129476,-105.04204882,N Raleigh St,80310003014013
61553,50336,39.74476644,-104.98973609,17th St,80310017021033
94931,6811,39.76281674,-104.97604853,Arapahoe St,80310016001045
167158,93730,39.73945234,-104.92838496,N Fairfax St,80310043021005
123897,12313,39.72320496,-104.97897025,N Washington St,80310028012005
189580,67436,39.63043374,-105.09333022,S Dudley St,80310120144001
269537,162631,39.64476431,-104.90156312,S Quince St,80310068093005
212200,32512,39.75596611,-104.86842147,N Geneva St,80310041061251
33852,88492,39.78630162,-104.85921207,N Kingston St,80319801001038
297518,191794,39.72679948,-104.93238823,N Dexter St,80310043013016
304171,188344,39.75175813,-104.90378338,N Quebec St,80310041043017
197913,21422,39.79106595,-104.76906934,E 51st Pl,80310083892008
137588,42746,39.71000116,-104.97069184,S Lafayette St,80310034012009
225082,60415,39.65477395,-104.90580589,E Girard Ave,80310068122007
243042,220044,39.68604461,-105.05024801,W Oregon Pl,80310046014007
95007,177588,39.75511941,-104.96999558,N Humboldt St,80310023002027
191306,22191,39.79710121,-104.80695509,N Helena St,80310083881016
168601,309740,39.72108395,-104.88935026,E Lowry Blvd,80310044053003
216530,181818,39.78485128,-105.04009573,N Quitman St,80310154002011
35068,211350,39.78166723,-104.91795705,N Leyden St,80310041021008
194869,271725,39.75903639,-105.00163545,Little Raven St,80310017011006
60746,168553,39.76509326,-105.04416319,W 34th Ave,80310003025016
275714,115156,39.70048263,-105.0019923,W Ada Pl,80310013023016
120346,289381,39.73895917,-105.04786574,N Winona Ct,80310007013001
249704,157518,39.69113554,-104.90850928,S Oneida St,80310050025005
9655,241416,39.72979756,-104.93530006,N Clermont St,80310043012009
52890,80059,39.74906407,-104.98066189,Court Pl,80310024032006
250622,214978,39.7876833,-104.80526901,E 51st Dr,80310083881048
289759,178212,39.75243029999999,-105.04014121,N Quitman St,80310005012026
133287,85203,39.7202593,-104.95070661,N Saint Paul St,80310038005026
155559,173633,39.67683167,-104.95613044,E Warren Ave,80310040062008
92714,113560,39.75344888,-104.98076351,25th St,80310024033002
30144,32008,39.7868717,-105.04185615,N Raleigh St,80310154002006
192185,177339,39.72312259,-105.03334756,N King St,80310009035013
205644,172064,39.76131271,-104.92609028,N Glencoe St,80310041031011
183789,314980,39.70197794,-104.9135358,E Ohio Ave,80310050011018
243928,77377,39.68229328,-104.94264279,S Jackson St,80310040051001
98349,244556,39.76536822,-104.98585675,N Brighton Blvd,80310016002002
60029,33726,39.73373008,-105.04377671,N Tennyson St,80310009043003
26866,149781,39.68891298,-104.97911559,S Washington St,80310030012031
103465,30227,39.71592737,-104.98659727,S Lincoln St,80310028024003
292746,157097,39.68422516,-104.97307849999999,S Downing St,80310030031010
204678,39084,39.75848546,-104.89866823,N Syracuse St,80310041071065
157765,308128,39.67133797,-104.95921888,S University Blvd,80310040063005
79534,58990,39.73133176,-104.97673817,N Emerson St,80310027022003
247185,138436,39.63288883,-105.04866397,W Temple Pl,80310055033012
76619,36835,39.76705825,-105.0113381,N Tejon St,80310004021009
33895,119049,39.7828796,-104.81142959,E 50th Way,80310083871009
214070,129919,39.72319413,-105.04887221,N Wolff St,80310009025019
210144,226221,39.75361865,-104.89023796,N Central Park Blvd,80310041061227
222266,258721,39.77050486,-104.97930773,35th St,80310016001007
268098,118126,39.72524933,-104.96299705,N Race St,80310032032001
263353,222450,39.65360682,-104.92852260000001,S Fairfax St,80310040032026
153900,103925,39.68267233,-104.98195859999998,S Pennsylvania St,80310030014011
151151,11284,39.72359065,-104.93304346,N Dexter St,80310043032021
223511,110565,39.65011784,-104.91026113,S Newport Way,80310068092026
248582,101643,39.76629943,-104.95942768,N York St,80310036025004
40770,23975,39.77690354,-104.96106079,N Gaylord St,80310035001077
221691,35978,39.75805944,-104.88581012,E 29th Ave,80310041061202
200880,84751,39.74219757,-104.98422864,E 16th Ave,80310026012003
17706,275418,39.75958402,-104.89404763,E 29th Pl,80310041071079
268123,102296,39.6923319,-105.05038895,S Yates St,80310046012021
117820,103039,39.67214025,-104.94971894,S Steele St,80310040064003
203127,303066,39.70085853,-104.93089963,E Kentucky Cir,80310153002007
114663,301152,39.67667383,-105.02166567,W Warren Ave,80310156003003
135934,18619,39.67112976,-105.02178966,W Hillside Ave,80310156004001
13934,58706,39.73928687,-104.96985591,N Humboldt St,80310032014000
199514,22974,39.75638295,-104.88703057,E 28th Ave,80310041061209
239191,65475,39.63678635,-104.90004918,S Quebec St,80310068095009
67378,237667,39.755447100000005,-104.99070439,Market St,80310016002039
25625,237144,39.75643741,-104.99832301,Wewatta St,80310017011010
266102,119808,39.77923142,-104.81571368,N Eureka Ct,80310083871024
37472,164712,39.77683221,-104.7642972,N Ceylon St,80310083903001
243560,80117,39.70718183,-104.87660657,E Center Ave,80310070891002
17930,270445,39.75349126,-105.0013031,Wewatta St,80310017011014
193416,291633,39.74912225,-104.9469287,E 23rd Ave,80310037011001
175750,57659,39.649932299999996,-104.88992759999998,E Jefferson Ave,80310068104001
253524,102698,39.635422600000005,-105.05219835,W Stanford Ave,80310055033007
240531,282276,39.69848554,-104.88891776,E Mississippi Ave,80310070884008
126311,146905,39.72396177,-104.94582482,N Madison St,80310038001011
229769,80018,39.74706936,-104.97803593,E 19th Ave,80310026021000
239878,306122,39.73240385,-104.98523766,N Sherman St,80310027013007
290410,179738,39.78886838,-104.82350875,N Chandler Way,80310083872011
219006,77920,39.70656288,-104.88965461,E Fairmount Dr,80310070894007
98642,310090,39.76616552,-104.98510698,N Brighton Blvd,80310016002002
310675,302202,39.69817925,-104.88454098,E Mississippi Ave,80310070881005
255243,113927,39.77891668,-104.81824647,N Enid Way,80310083871026
114709,216161,39.67588454,-105.01644515,W Iliff Ave,80310156003005
9865,258007,39.7825894,-104.88773413,N Willow St,80310041071011
16985,270552,39.749589,-105.02172186,N Decatur St,80310006002018
62271,254499,39.74624479,-105.02879619,W 19th Ave,80310007021002
235757,55740,39.64911324,-104.88220908,E Lehigh Ave,80310068101002
205203,273681,39.75145412,-105.00383194,Delgany St,80310017012004
181128,48618,39.75623309,-105.00379443,Bassett St,80310017011007
20448,273532,39.75435029,-105.00226206,17th St,80310017011009
111905,36131,39.74593184,-104.96191908,N Vine St,80310031021001
80985,74392,39.73353604,-104.99214607,W 11th Ave,80310020001040
88525,44213,39.76061665,-105.01929117,W Caithness Pl,80310004024008
259335,185800,39.69179478,-105.00745529,S Quieto Ct,80310014012000
153915,169275,39.68371276,-104.98194737,S Pennsylvania St,80310030014011
60430,264379,39.76060681,-105.00850496,Boulder St,80310011023022
133324,259899,39.71990423,-104.95056112,N Saint Paul St,80310038005026
272901,94899,39.67050999,-105.0294983,S Irving St,80310046032003
306781,249850,39.7594408,-104.86456646,N Iola St,80310041061153
119884,8652,39.69825903,-105.02171325,S Dale Ct,80310013012011
24671,305810,39.75033587,-104.98313889,Park Ave,80310024032004
157150,11878,39.6876732,-104.95321799,S Fillmore St,80310039023013
126840,182220,39.69997559,-104.94572637,S Monroe St,80310039012018
40881,144555,39.76179018,-104.97178416,N Marion St,80310023001008
72969,33350,39.73440029,-104.96259986,N Vine St,80310032022007
284024,166045,39.79575975,-104.83521841,E Olmsted Pl,80310083051005
3040,313142,39.74619833,-104.99690603,15th St,80310017022002
155183,78354,39.68037773,-105.02288429,S Federal Blvd,80310156002030
4546,278815,39.73389786,-104.99506254,W 11th Ave,80310018001011
297245,122502,39.74407379,-104.92076194,E 17th Avenue Pkwy,80310042025009
206057,163025,39.68468318,-104.98663038,S Lincoln St,80310030015004
110672,260770,39.75135559,-104.98208556,Welton St,80310024033012
70754,160330,39.7323997,-104.95027731,N Saint Paul St,80310037022008
298454,179519,39.67967046,-105.03902972,W Evans Ave,80310047001000
4967,65215,39.63535417,-105.07988273,S Wadsworth Blvd,80310120101004
315995,312387,39.7014152,-104.93010879,E Kentucky Cir,80310153002007
147330,74321,39.70404306,-104.88168032,S Alton Way,80310070892001
285159,119367,39.74437556,-104.8908162,N Verbena St,80310044031010
64270,19793,39.7375951,-105.03560411,N Meade St,80310007023002
16114,243105,39.78750595,-104.88333443,N Akron St,80310041071001
254748,153769,39.65502419,-104.89201755,E Girard Ave,80310068113006
146639,70209,39.70438996,-104.87602383,S Clinton St,80310070891003
242274,313514,39.67341341,-104.87335096,E Iliff Ave,80310068132000
129851,212803,39.71096843,-104.96664308,S Williams St,80310034012006
206522,29715,39.79439288,-104.73783829999999,E 54th Ave,80310083893065
184454,222299,39.76010401,-104.96255936,N Vine St,80310023001018
120744,132831,39.73934639,-105.04365846,N Tennyson St,80310007012003
312058,268999,39.759479,-104.89170124,E 29th Pl,80310041071082
296764,202071,39.69379276,-105.04406483,S Tennyson St,80310046011007
314736,268157,39.71185898,-104.99458794,S Cherokee St,80310021003045
122182,252935,39.70373128,-105.04438595,W Exposition Ave,80310045032000
312034,240444,39.75983353,-104.89217636,E Martin Luther King Jr Blvd,80310041071082
175861,314674,39.65095558,-104.89166535,E Jefferson Ave,80310068104001
81738,283522,39.73666246,-104.99254690000001,W 13th Ave,80310020001032
221331,253158,39.67584646,-104.93801177,E Warren Ave,80310053001019
17236,75231,39.72769068,-104.89321266,E 8th Ave,80310044054027
23357,278311,39.70562544,-104.86799438,E Virginia Ave,80310070372008
184401,114430,39.70273657,-104.90401863,S Poplar St,80310050023010
41062,186958,39.77688094,-104.96272247,N Vine St,80310035001057
309879,300798,39.74309348,-105.04249162,W 17th Ave,80310007011000
135726,106541,39.67529568,-104.97026429,S Humboldt St,80310030042008
230849,137920,39.70870217,-105.00920265,W Alaska Pl,80310013021014
188431,191312,39.66386469,-104.88576385,S Wabash Cir,80310068144006
152710,185199,39.668423499999996,-104.98370492,S Grant St,80310030023016
268467,103642,39.654301700000005,-104.9102473,S Newport St,80310068121015
215545,74660,39.72935089,-104.97944407,N Pearl St,80310027021001
17404,93913,39.7704838,-104.94133389,N Colorado Blvd,80310036021001
25837,303266,39.75650444,-104.99823662,Wewatta St,80310017011010
167291,159312,39.64950785,-105.05696680000001,W Kent Pl,80310120011003
8950,258111,39.73177463,-105.00425472,N Navajo St,80310019012018
34128,2160,39.76521716,-104.91862113,N Jasmine St,80310041023004
95079,158688,39.76419468,-104.96683933,N Gilpin St,80310036013013
218209,278173,39.72992253,-104.92080864,E 8th Ave,80310043043020
62761,180088,39.75506066,-104.96188667,N Vine St,80310023002022
46198,43120,39.77795616,-105.05170763,N Zenobia St,80310001023009
202621,171250,39.759804200000005,-104.95526629999999,N Clayton St,80310036032019
290433,154148,39.77950551,-105.03777899,N Osceola St,80310001022017
235645,248137,39.66652034,-104.93583542,S Brook Dr,80310040033001
73022,152467,39.73395005,-104.96259620000001,N Vine St,80310032022007
43902,108247,39.76357806,-104.95153397,N Saint Paul St,80310036024015
241538,253991,39.73327121,-104.93809894,N Ash St,80310043012003
82241,98716,39.76604734,-105.04414216,N Tennyson St,80310003025015
63114,287542,39.76286707,-104.98703698,N Brighton Blvd,80310016001011
201178,26718,39.67617843,-104.92838503,E Donald Ave,80310069014005
276655,101151,39.69134573,-105.00905041,S Raritan St,80310014012002
126128,221554,39.68318682,-104.98911427,S Acoma St,80310014031028
34148,43289,39.76542562,-104.91800629,N Kearney St,80310041023004
243381,148947,39.66537452,-105.06542386,S Knoxville Way,80310119021009
101561,29654,39.66583916,-105.08072738,S Wadsworth Blvd,80310119031010
160551,136140,39.72291344,-104.9691226,N Humboldt St,80310032032013
256470,155259,39.76094385,-105.04951501,W 31st Ave,80310003023008
57519,4494,39.75015121,-105.00028099,Blake St,80310017015001
125649,84840,39.71102972,-105.04503864,W Alameda Ave,80310045041003
220027,68252,39.65456955,-104.88707565,E Hampden Ave,80310068113002
215488,32978,39.74962236,-104.89305388,N Uinta St,80310041071117
40135,87336,39.78431657,-104.84929307,N Paris St,80319801001034
185669,15998,39.67886603,-104.94035057,S Colorado Blvd,80310053001006
297803,251138,39.71111732,-105.05185796,W Alameda Ave,80310045042003
212368,41066,39.64959021,-104.88062109999998,S Beeler St,80310068101003
315818,294917,39.69684346,-104.89067638,E Mississippi Ave,80310070884008
38372,238186,39.7819977,-104.80148646,N Kittredge St,80310083882006
301179,146151,39.71245985,-104.90173219,S Quince St,80310044051040
254186,192907,39.6678506,-105.03315012,S King St,80310046033014
75256,58110,39.65417603,-105.06344676,W Hampden Ave,80310119023001
124978,42697,39.69788863,-105.02621321,S Grove St,80310045062015
292130,168978,39.78912577,-104.81531815,N Eagle St,80310083862009
23850,1043,39.75233408,-104.97440266,N Ogden St,80310024021007
62818,267156,39.76703999,-104.98152847,N Brighton Blvd,80310016001011
53410,132163,39.77745275,-104.9850188,N Sherman St,80310015003070
189038,150514,39.650150399999994,-105.04196518,W Kenyon Ave,80310055021003
219363,290136,39.80752648,-104.77811673,E 61st Ave,80319800001107
198142,204439,39.8005713,-104.76376089,E 57th Pl,80319800001134
151065,158196,39.72300483,-104.93682017,N Bellaire St,80310043032030
261030,95919,39.66651101,-105.02768504,S Hazel Ct,80310157001002
124130,84128,39.720399,-104.94946482,N Steele St,80310038002007
80911,59546,39.73653592,-104.97807567,N Clarkson St,80310027032005
98390,252964,39.76616919,-104.98509931,N Brighton Blvd,80310016002002
218199,278163,39.72991904,-104.92140865,E 8th Ave,80310043043020
180,271249,39.70718799,-104.89128074,E Fairmount Dr,80310070894006
204744,268626,39.75936573,-104.89790053,N Syracuse St,80310041071065
307845,243856,39.71553955,-104.9105159,E Archer Dr,80310043062016
2896,272193,39.74619833,-104.99690603,15th St,80310017022002
116583,114742,39.73948448,-105.03964292,N Perry St,80310007012000
95027,162480,39.75664292,-104.94729158,N Cook St,80310036031021
2138,270253,39.6292482,-105.09258716,S Balsam Way,80310120144001
304480,266443,39.72887121,-104.90651229999999,N Olive St,80310043042027
128807,187999,39.69922129,-105.03038263,S Irving St,80310045062002
16141,281173,39.78783002,-104.88366657,N Akron St,80310041071001
35050,227051,39.7673055,-104.90720318,N Olive St,80310041021064
